BldgArea,BldgDepth,BuiltFAR,CommFAR,FacilFAR,LotArea,LotDepth,NumBldgs,NumFloors,OfficeArea,ResArea,ResidFAR,RetailArea,Age,Period,ComplaintType
27381.0,84.0,6.18,6.0,4.0,4429.0,88.58,1.0,8.0,6072.0,27381.0,4.0,2320.0,79.0,100.0,3
20110.0,80.0,4.47,6.0,4.0,4496.0,89.25,1.0,5.0,6072.0,7650.0,4.0,2320.0,64.0,100.0,0
7695.0,52.0,2.99,6.0,4.0,2573.0,91.92,1.0,5.0,6072.0,6695.0,4.0,2320.0,41.0,73.0,0
9305.0,74.0,4.03,6.0,4.0,2311.0,92.75,1.0,5.0,6072.0,9305.0,4.0,2320.0,33.0,91.0,0
6000.0,47.0,2.69,6.0,4.0,2231.0,92.75,1.0,4.0,6072.0,6000.0,4.0,2320.0,52.0,100.0,3
6160.0,70.0,4.07,6.0,4.0,1512.0,70.17,1.0,4.0,6072.0,4620.0,4.0,1540.0,105.0,120.0,2
4400.0,40.0,2.78,6.0,4.0,1582.0,73.58,1.0,4.0,6072.0,4400.0,4.0,2320.0,47.0,95.0,1
5472.0,48.0,2.62,6.0,4.0,2092.0,78.0,1.0,4.0,6072.0,5472.0,4.0,2320.0,64.0,100.0,2
7789.0,48.0,3.89,6.0,4.0,2000.0,82.0,1.0,5.0,6072.0,7789.0,4.0,2320.0,100.0,119.0,3
8195.0,72.0,3.9,6.0,4.0,2100.0,82.0,1.0,5.0,6072.0,8195.0,4.0,2320.0,78.0,119.0,0
11000.0,81.0,5.0,6.0,4.0,2199.0,89.92,1.0,6.0,6072.0,11000.0,4.0,2320.0,88.0,119.0,2
3738.0,55.0,2.69,2.0,4.0,1390.0,55.58,1.0,3.0,6072.0,1917.0,4.0,1821.0,68.0,100.0,2
5640.0,100.0,2.26,2.0,4.0,2500.0,100.0,1.0,3.0,6072.0,3320.0,4.0,2320.0,66.0,100.0,0
4447.0,74.0,1.78,2.0,4.0,2500.0,100.0,1.0,3.0,6072.0,2597.0,4.0,1850.0,78.0,110.0,1
3280.0,25.0,2.95,2.0,4.0,1110.0,25.0,1.0,4.0,6072.0,3280.0,4.0,2320.0,52.0,110.0,0
2455.0,77.0,2.64,6.0,6.5,930.0,62.0,1.0,3.0,6072.0,2455.0,6.02,2320.0,88.0,135.0,0
2455.0,77.0,2.61,6.0,6.5,942.0,62.83,1.0,3.0,6072.0,2455.0,6.02,2320.0,73.0,120.0,1
76036.25,62.1,10.36,6.0,7.5,12161.0,100.0,1.0,12.0,6072.0,31531.0,7.52,2320.0,49.0,81.0,1
18843.0,95.42,5.2,6.0,6.5,3625.0,96.67,1.0,8.0,6072.0,12663.0,6.02,2320.0,88.0,120.0,3
72303.0,109.0,9.24,6.0,6.5,7825.0,91.67,1.0,11.0,6072.0,31531.0,6.02,2256.0,78.0,110.0,1
50790.0,77.0,6.77,6.0,6.5,7500.0,100.21,1.0,11.0,6072.0,26707.0,6.02,2320.0,-14.0,18.0,1
8288.0,52.0,4.15,6.0,4.0,1997.0,90.58,1.0,5.0,6072.0,8288.0,4.0,2320.0,59.0,91.0,1
27645.0,60.0,4.64,6.0,6.5,5955.0,91.67,1.0,12.0,6072.0,25251.0,6.02,2320.0,-18.0,14.0,1
8955.0,75.0,5.01,2.0,4.0,1787.0,75.0,1.0,5.0,6072.0,7155.0,4.0,1800.0,45.0,76.0,0
6200.0,69.0,4.13,2.0,4.0,1500.0,75.0,1.0,5.0,6072.0,4820.0,4.0,1380.0,87.0,120.0,0
6200.0,69.0,4.13,2.0,4.0,1500.0,75.0,1.0,5.0,6072.0,4820.0,4.0,1380.0,83.0,119.0,0
6200.0,69.0,4.13,2.0,4.0,1500.0,75.0,1.0,5.0,6072.0,5200.0,4.0,1000.0,88.0,120.0,3
3000.0,98.0,0.84,2.0,4.0,3575.0,126.93,1.0,1.0,6072.0,7650.0,4.0,2320.0,58.0,90.0,1
3480.0,44.0,2.0,2.0,4.0,1740.0,83.83,1.0,3.0,6072.0,3480.0,4.0,2320.0,87.0,119.0,4
2816.0,44.0,2.1,6.0,4.0,1341.0,83.83,1.0,3.0,6072.0,2112.0,4.0,2320.0,87.0,119.0,4
26110.0,43.0,1.98,6.0,4.0,13187.0,83.83,1.0,3.0,6072.0,7650.0,4.0,2320.0,88.0,120.0,0
3750.0,50.0,2.0,6.0,4.0,1875.0,75.0,1.0,3.0,6072.0,7650.0,4.0,2320.0,58.0,90.0,1
4450.0,70.0,2.65,6.0,4.0,1679.0,73.08,1.0,4.0,6072.0,3338.0,4.0,1112.0,68.0,100.0,1
8898.0,62.83,4.51,6.0,4.0,1971.0,73.58,1.0,6.0,6072.0,8898.0,4.0,2320.0,78.0,110.0,1
7530.0,65.0,4.35,6.0,4.0,1732.0,74.25,1.0,5.0,6072.0,7530.0,4.0,2320.0,87.0,119.0,0
7564.0,55.0,7.11,6.0,4.0,1064.0,75.42,1.0,6.0,6072.0,7564.0,4.0,2320.0,162.0,187.0,1
3150.0,39.0,1.6,6.0,4.0,1963.0,76.0,1.0,3.0,6072.0,3150.0,4.0,2320.0,75.0,110.0,0
7612.0,58.0,3.13,6.0,4.0,2434.0,92.0,1.0,5.0,6072.0,7612.0,4.0,2320.0,83.0,119.0,0
9234.0,58.0,4.24,6.0,4.0,2180.0,92.0,1.0,5.0,600.0,8634.0,4.0,2320.0,68.0,100.0,0
7475.0,68.0,3.85,6.0,4.0,1944.0,77.75,1.0,5.0,6072.0,7475.0,4.0,2320.0,83.0,119.0,0
6965.0,54.0,3.57,6.0,4.0,1950.0,78.33,1.0,5.0,6072.0,6965.0,4.0,2320.0,87.0,119.0,0
8020.0,66.0,4.06,6.0,4.0,1975.0,79.0,1.0,5.0,6072.0,8020.0,4.0,2320.0,87.0,119.0,1
7805.0,68.0,3.93,6.0,4.0,1988.0,79.5,1.0,5.0,6072.0,7805.0,4.0,2320.0,104.0,119.0,1
7805.0,80.0,3.9,6.0,4.0,2002.0,80.08,1.0,6.0,6072.0,7805.0,4.0,2320.0,96.0,100.0,1
26250.0,73.0,6.51,6.0,4.0,4034.0,80.67,1.0,7.0,6072.0,22850.0,4.0,2320.0,77.0,110.0,0
8525.0,55.0,4.16,6.0,4.0,2050.0,81.83,1.0,7.0,6072.0,8525.0,4.0,2320.0,-16.0,16.0,0
5096.0,39.0,2.47,6.0,4.0,2060.0,82.42,1.0,3.0,6072.0,5096.0,4.0,2320.0,85.0,120.0,3
7730.0,69.0,3.73,6.0,4.0,2075.0,83.0,1.0,5.0,6072.0,6730.0,4.0,1000.0,87.0,119.0,0
7350.0,40.0,3.49,6.0,6.0,2106.0,91.58,1.0,4.0,6072.0,3404.0,6.0,2106.0,98.0,130.0,1
6414.0,40.0,3.05,6.0,6.0,2106.0,91.58,1.0,4.0,621.0,3502.0,6.0,2291.0,127.0,130.0,1
4283.0,38.0,2.03,6.0,6.0,2106.0,91.58,1.0,4.0,6072.0,3290.0,6.0,993.0,87.0,119.0,1
3906.0,38.0,1.85,6.0,6.0,2107.0,91.67,1.0,4.0,6072.0,2622.0,6.0,1284.0,87.0,119.0,0
7682.0,40.0,3.63,6.0,6.0,2116.0,92.33,1.0,5.0,6072.0,4682.0,6.0,1500.0,6.0,38.0,1
6880.0,40.0,2.22,6.0,6.0,3096.0,72.0,1.0,4.0,6072.0,5380.0,6.0,1500.0,68.0,100.0,4
7488.0,72.0,4.0,6.0,6.0,1870.0,71.92,1.0,4.0,6072.0,5488.0,6.0,2000.0,34.0,100.0,3
3365.0,46.0,2.28,6.0,6.0,1478.0,69.0,1.0,3.0,6072.0,2475.0,6.0,2320.0,106.0,110.0,1
11864.0,71.0,2.4,6.0,4.0,4950.0,102.08,1.0,4.0,6072.0,11864.0,4.0,2320.0,67.0,100.0,1
25123.0,91.0,5.22,6.0,4.0,4809.0,103.17,1.0,7.0,6072.0,25123.0,4.0,2320.0,83.0,118.0,1
19956.0,90.0,4.14,6.0,4.0,4815.0,103.17,1.0,6.0,6072.0,19956.0,4.0,2320.0,87.0,119.0,3
25778.0,88.0,5.25,6.0,4.0,4911.0,104.25,1.0,7.0,6072.0,25778.0,4.0,2320.0,66.0,100.0,1
8540.0,94.0,4.21,6.0,4.0,2029.0,105.42,1.0,5.0,6072.0,8540.0,4.0,2320.0,54.0,100.0,3
11580.0,93.0,3.96,6.0,4.0,2927.0,106.42,1.0,5.0,6072.0,11580.0,4.0,2320.0,54.0,100.0,0
6449.0,78.0,2.58,6.0,4.0,2496.0,107.0,1.0,4.0,6072.0,6449.0,4.0,2320.0,53.0,100.0,0
12750.0,81.0,2.86,6.0,4.0,4462.0,92.0,1.0,4.0,6072.0,12750.0,4.0,2320.0,77.0,110.0,2
32718.0,97.0,5.16,6.0,4.0,6335.0,109.5,1.0,7.0,6072.0,31531.0,4.0,2320.0,70.0,107.0,0
3600.0,60.0,1.67,6.0,4.0,2162.0,109.5,1.0,3.0,6072.0,3600.0,4.0,2320.0,103.0,119.0,3
4721.0,40.0,2.18,6.0,4.0,2167.0,110.42,1.0,6.0,6072.0,4721.0,4.0,2320.0,93.0,110.0,0
8503.0,38.0,3.93,6.0,4.0,2162.0,110.42,1.0,6.0,6072.0,8503.0,4.0,2320.0,44.0,76.0,0
5250.0,41.0,2.03,6.0,4.0,2582.0,109.0,1.0,5.0,6072.0,5250.0,4.0,2320.0,76.0,110.0,1
6982.0,48.0,3.32,6.0,4.0,2104.0,92.0,1.0,5.0,6072.0,6982.0,4.0,2320.0,66.0,100.0,1
7310.0,65.0,3.48,6.0,4.0,2100.0,92.0,1.0,5.0,6072.0,7310.0,4.0,2320.0,76.0,110.0,3
6820.0,55.0,3.01,6.0,4.0,2269.0,92.0,1.0,5.0,6072.0,6820.0,4.0,2320.0,66.0,110.0,1
22000.0,48.0,2.99,6.0,4.0,7360.0,92.0,1.0,5.0,6072.0,22000.0,4.0,2320.0,88.0,120.0,2
9891.0,36.0,3.63,2.0,4.0,2723.0,108.92,1.0,3.0,6072.0,9066.0,4.0,825.0,88.0,120.0,1
5050.0,98.0,0.93,2.0,4.0,5421.0,108.42,1.0,1.0,6072.0,7650.0,4.0,2320.0,68.0,100.0,4
32325.0,88.0,4.62,2.0,4.0,7000.0,100.0,1.0,6.0,6072.0,26325.0,4.0,2320.0,79.0,110.0,3
16479.0,85.0,4.12,2.0,4.0,4000.0,100.0,1.0,6.0,6072.0,13479.0,4.0,2320.0,78.0,110.0,3
15226.0,85.0,3.88,2.0,4.0,3925.0,100.0,1.0,6.0,6072.0,12226.0,4.0,2320.0,68.0,100.0,0
5026.0,37.0,2.04,6.0,4.0,2469.0,98.75,1.0,4.0,6072.0,5026.0,4.0,2320.0,106.0,120.0,0
9755.0,81.0,3.95,6.0,4.0,2469.0,98.75,1.0,5.0,6072.0,9755.0,4.0,2320.0,86.0,119.0,0
5100.0,50.0,3.1,6.0,4.0,1646.0,98.75,1.0,5.0,6072.0,4250.0,4.0,2320.0,98.0,110.0,1
2890.0,20.0,1.76,6.0,4.0,1646.0,98.75,1.0,3.0,6072.0,2245.0,4.0,2320.0,112.0,119.0,0
3040.0,36.0,1.85,6.0,4.0,1646.0,98.75,1.0,4.0,6072.0,2440.0,4.0,2320.0,87.0,119.0,0
9310.0,86.0,3.77,6.0,4.0,2468.0,98.75,1.0,5.0,6072.0,9310.0,4.0,2320.0,66.0,100.0,1
41100.0,82.0,4.16,6.0,4.0,9875.0,98.75,1.0,5.0,6072.0,31531.0,4.0,2320.0,60.0,100.0,0
20748.0,83.0,4.2,6.0,4.0,4938.0,98.75,1.0,6.0,6072.0,20748.0,4.0,2320.0,66.0,100.0,1
46620.0,85.0,3.73,6.0,4.0,12497.0,98.75,1.0,6.0,6072.0,31531.0,4.0,2320.0,96.0,131.0,0
10015.0,83.0,4.06,6.0,4.0,2469.0,98.75,1.0,5.0,6072.0,10015.0,4.0,2320.0,68.0,100.0,1
13688.0,99.0,2.77,6.0,4.0,4938.0,98.75,1.0,3.0,6072.0,7650.0,4.0,2320.0,68.0,100.0,0
5080.0,49.0,2.06,6.0,4.0,2469.0,98.75,1.0,3.0,6072.0,5080.0,4.0,2320.0,89.0,120.0,1
6750.0,40.0,2.73,6.0,4.0,2469.0,98.75,1.0,3.0,6072.0,6750.0,4.0,2320.0,82.0,120.0,2
9880.0,88.0,4.0,6.0,4.0,2469.0,98.75,1.0,5.0,6072.0,9880.0,4.0,2320.0,87.0,119.0,1
9620.0,88.0,3.9,6.0,4.0,2469.0,98.75,1.0,5.0,6072.0,9620.0,4.0,2320.0,68.0,100.0,0
5054.0,64.0,2.05,6.0,4.0,2469.0,98.75,1.0,4.0,6072.0,5054.0,4.0,2320.0,81.0,115.0,0
76036.25,100.0,10.37,6.0,6.0,7400.0,100.0,1.0,12.0,6072.0,31531.0,6.0,2320.0,25.0,57.0,1
76036.25,120.0,5.34,6.0,6.0,14318.0,120.0,1.0,6.0,6072.0,31531.0,6.0,2320.0,47.0,80.0,2
13875.0,88.0,4.68,6.0,4.0,2967.0,98.75,1.0,5.0,3600.0,10275.0,4.0,2320.0,88.0,119.0,0
13875.0,88.0,4.68,6.0,4.0,2967.0,98.75,1.0,5.0,3600.0,10275.0,4.0,2320.0,88.0,119.0,0
3815.0,53.0,1.93,6.0,4.0,1975.0,98.75,1.0,3.0,6072.0,2850.0,4.0,2320.0,70.0,119.0,0
2460.0,41.0,1.25,6.0,4.0,1975.0,98.75,1.0,3.0,6072.0,2460.0,4.0,2320.0,49.0,119.0,1
3855.0,88.0,1.95,6.0,4.0,1975.0,98.75,1.0,4.0,6072.0,3855.0,4.0,2320.0,87.0,119.0,0
3000.0,50.0,1.52,6.0,4.0,1975.0,98.75,1.0,4.0,6072.0,3000.0,4.0,2320.0,105.0,119.0,4
5605.0,55.0,2.84,6.0,4.0,1975.0,98.75,1.0,4.0,6072.0,4484.0,4.0,2320.0,107.0,119.0,2
3800.0,41.0,1.92,6.0,4.0,1975.0,98.75,1.0,3.0,6072.0,2720.0,4.0,2320.0,105.0,119.0,2
5016.0,56.0,2.38,6.0,4.0,2112.0,96.0,1.0,4.0,6072.0,5016.0,4.0,2320.0,87.0,119.0,0
4080.0,60.0,2.5,6.0,4.0,1632.0,96.0,1.0,4.0,6072.0,4080.0,4.0,2320.0,66.0,100.0,0
4590.0,63.0,2.81,6.0,4.0,1632.0,96.0,1.0,4.0,6072.0,4080.0,4.0,2320.0,98.0,119.0,0
4928.0,56.0,2.27,6.0,4.0,2173.0,98.75,1.0,4.0,6072.0,4928.0,4.0,2320.0,87.0,119.0,0
7583.0,40.0,3.07,6.0,4.0,2469.0,98.75,1.0,5.0,6072.0,7583.0,4.0,2320.0,-28.0,4.0,0
9620.0,84.0,3.9,6.0,4.0,2468.0,98.75,1.0,5.0,6072.0,9620.0,4.0,2320.0,87.0,119.0,0
11130.0,85.0,4.51,6.0,4.0,2469.0,98.75,1.0,6.0,6072.0,11130.0,4.0,2320.0,62.0,100.0,3
4600.0,60.0,1.88,6.0,4.0,2444.0,98.75,1.0,4.0,6072.0,4600.0,4.0,2320.0,104.0,119.0,0
19470.0,50.0,3.92,6.0,4.0,4962.0,98.75,1.0,5.0,6072.0,19470.0,4.0,2320.0,68.0,100.0,0
30375.0,88.0,4.1,6.0,4.0,7406.0,98.75,1.0,5.0,6072.0,30375.0,4.0,2320.0,68.0,100.0,1
5500.0,52.0,2.23,6.0,4.0,2469.0,98.75,1.0,4.0,6072.0,5500.0,4.0,2320.0,83.0,115.0,1
11226.0,85.0,4.55,6.0,4.0,2469.0,98.75,1.0,6.0,6072.0,10986.0,4.0,240.0,68.0,100.0,1
9700.0,86.0,3.93,6.0,4.0,2469.0,98.75,1.0,5.0,6072.0,9700.0,4.0,2320.0,68.0,100.0,0
12888.0,74.0,7.02,2.0,4.0,1836.0,74.17,1.0,7.0,6072.0,11158.0,4.0,1730.0,27.0,60.0,0
5714.0,59.0,2.34,2.0,4.0,2440.0,100.0,1.0,4.0,6072.0,4214.0,4.0,1500.0,68.0,100.0,1
2467.0,25.0,3.89,2.0,4.0,635.0,25.75,1.0,4.0,6072.0,1851.0,4.0,616.0,88.0,120.0,1
4158.0,77.0,1.91,6.0,4.0,2173.0,98.75,1.0,4.0,6072.0,4158.0,4.0,2320.0,57.0,89.0,0
6364.0,81.0,2.23,2.0,4.0,2852.0,83.0,1.0,4.0,6072.0,5364.0,4.0,1000.0,83.0,119.0,0
3350.0,66.0,2.51,2.0,4.0,1337.0,68.0,1.0,4.0,6072.0,2050.0,4.0,1300.0,86.0,119.0,3
4883.0,68.0,3.64,2.0,4.0,1343.0,68.0,1.0,4.0,6072.0,3283.0,4.0,1600.0,87.0,119.0,4
4189.0,68.0,3.12,2.0,4.0,1343.0,68.0,1.0,4.0,6072.0,2851.0,4.0,1338.0,90.0,110.0,0
4320.0,54.0,2.65,2.0,4.0,1632.0,83.0,1.0,4.0,6072.0,3320.0,4.0,1000.0,116.0,130.0,3
5590.0,98.0,2.7,2.0,4.0,2074.0,98.75,1.0,4.0,6072.0,3790.0,4.0,1800.0,60.0,119.0,0
5394.0,98.0,2.6,6.0,4.0,2074.0,98.75,1.0,5.0,6072.0,3594.0,4.0,1800.0,87.0,119.0,1
24462.0,88.0,4.4,6.0,4.0,5554.0,98.75,1.0,6.0,6072.0,24462.0,4.0,2320.0,64.0,103.0,2
3705.0,52.0,2.0,6.0,4.0,1852.0,98.75,1.0,4.0,6072.0,3705.0,4.0,2320.0,98.0,119.0,2
14922.0,87.0,4.03,6.0,4.0,3703.0,98.75,1.0,6.0,6072.0,14922.0,4.0,2320.0,68.0,100.0,0
76036.25,89.0,5.85,6.0,4.0,16942.0,98.75,1.0,6.0,6072.0,31531.0,4.0,2320.0,14.0,46.0,1
5653.0,51.0,3.56,6.0,4.0,1588.0,98.75,1.0,5.0,6072.0,5653.0,4.0,2320.0,113.0,120.0,0
3600.0,56.0,2.27,6.0,4.0,1588.0,98.75,1.0,4.0,6072.0,3600.0,4.0,2320.0,78.0,110.0,3
3264.0,56.0,2.05,6.0,4.0,1596.0,98.75,1.0,4.0,6072.0,3264.0,4.0,2320.0,87.0,119.0,1
4864.0,56.0,3.23,6.0,4.0,1504.0,98.75,1.0,4.0,6072.0,3879.0,4.0,2320.0,87.0,119.0,1
5376.0,50.0,2.13,6.0,4.0,2523.0,78.75,1.0,3.0,6072.0,5376.0,4.0,2320.0,35.0,100.0,2
2448.0,56.0,1.93,6.0,4.0,1267.0,78.75,1.0,3.0,6072.0,2448.0,4.0,2320.0,87.0,119.0,1
2448.0,56.0,1.93,6.0,4.0,1267.0,78.75,1.0,3.0,6072.0,2448.0,4.0,2320.0,87.0,119.0,0
2448.0,56.0,1.94,6.0,4.0,1260.0,78.75,1.0,4.0,6072.0,2448.0,4.0,2320.0,87.0,119.0,1
2448.0,56.0,2.04,6.0,4.0,1199.0,78.75,1.0,3.0,6072.0,2448.0,4.0,2320.0,87.0,119.0,3
2100.0,40.0,2.48,6.0,6.0,847.0,49.33,1.0,4.0,6072.0,2100.0,6.0,2320.0,66.0,119.0,1
2776.0,37.0,3.38,6.0,6.0,822.0,49.33,1.0,4.0,6072.0,2468.0,6.0,2320.0,66.0,119.0,0
2368.0,37.0,2.88,6.0,6.0,822.0,49.33,1.0,4.0,6072.0,2368.0,6.0,2320.0,87.0,119.0,1
2776.0,37.0,3.38,6.0,6.0,822.0,49.33,1.0,4.0,6072.0,2468.0,6.0,2320.0,87.0,119.0,0
2548.0,40.0,3.1,6.0,6.0,822.0,49.33,1.0,4.0,6072.0,2548.0,6.0,2320.0,116.0,119.0,0
3330.0,49.0,3.91,6.0,6.0,851.0,17.25,1.0,6.0,6072.0,2530.0,6.0,800.0,139.0,160.0,0
22974.0,88.0,4.65,6.0,6.0,4937.0,100.0,1.0,6.0,6072.0,20974.0,6.0,2000.0,83.0,130.0,0
49875.0,98.0,6.73,6.0,9.0,7406.0,98.75,1.0,6.0,6072.0,7650.0,9.0,2320.0,68.0,100.0,0
7141.0,93.0,2.89,6.0,9.0,2469.0,98.75,1.0,5.0,3375.0,7650.0,9.0,2320.0,68.0,100.0,0
76036.25,119.0,10.37,2.0,7.5,11875.0,118.75,1.0,12.0,6072.0,31531.0,7.52,2320.0,52.0,93.0,1
76036.25,96.0,9.88,2.0,7.5,16942.0,98.75,1.0,12.0,6072.0,7650.0,7.52,2320.0,89.0,120.0,1
9386.0,88.0,1.93,2.0,7.5,4871.0,98.75,1.0,1.0,6072.0,7650.0,7.52,2320.0,68.0,100.0,0
24378.0,98.0,6.47,2.0,7.5,3769.0,98.75,1.0,8.0,6072.0,21878.0,7.52,2320.0,64.0,100.0,1
23882.0,99.0,6.45,2.0,7.5,3703.0,98.75,1.0,7.0,6072.0,20293.0,7.52,2320.0,82.0,120.0,0
13719.0,98.0,5.56,2.0,7.5,2469.0,98.75,1.0,6.0,6072.0,11433.0,7.52,2286.0,68.0,100.0,0
15716.0,90.0,3.18,2.0,7.5,4938.0,98.75,1.0,3.0,6072.0,7650.0,7.52,2320.0,25.0,72.0,0
4700.0,54.0,1.9,2.0,7.5,2468.0,98.75,1.0,3.0,2000.0,7650.0,7.52,2320.0,68.0,100.0,2
76036.25,98.0,5.06,2.0,7.5,16942.0,99.0,1.0,5.0,6072.0,7650.0,7.52,2320.0,80.0,120.0,1
6750.0,98.0,3.11,2.0,7.5,2173.0,98.75,1.0,5.0,6072.0,5375.0,7.52,1375.0,73.0,110.0,2
7546.0,64.0,4.05,2.0,7.5,1863.0,79.0,1.0,5.0,1509.0,4528.0,7.52,1509.0,66.0,100.0,0
4660.0,59.0,3.97,2.0,7.5,1174.0,59.42,1.0,4.0,1165.0,2330.0,7.52,1165.0,72.0,110.0,1
7259.0,59.0,3.09,2.0,7.5,2347.0,59.42,1.0,4.0,1643.0,3286.0,7.52,2320.0,66.0,100.0,0
8071.0,83.0,2.88,2.0,7.5,2798.0,83.0,1.0,3.0,3500.0,7650.0,7.52,2320.0,68.0,100.0,0
39500.0,100.0,2.0,2.0,7.5,16942.0,100.0,1.0,2.0,6072.0,7650.0,7.52,2320.0,68.0,88.0,2
3375.0,90.0,1.82,2.0,7.5,1852.0,98.75,1.0,2.0,6072.0,7650.0,7.52,2320.0,-13.0,19.0,1
6281.0,83.75,1.69,2.0,7.5,3718.0,98.75,1.0,2.0,6072.0,7650.0,7.52,2320.0,89.0,110.0,1
3704.0,98.75,2.0,2.0,7.5,1852.0,98.75,1.0,2.0,6072.0,7650.0,7.52,2320.0,93.0,119.0,0
76036.25,84.0,4.03,2.0,7.5,16942.0,126.93,1.0,6.0,6072.0,31531.0,7.52,2320.0,45.0,80.0,3
26270.0,99.0,6.65,2.0,7.5,3950.0,98.75,1.0,7.0,6072.0,22870.0,7.52,2320.0,87.0,122.0,1
49183.0,99.0,8.3,2.0,7.5,5925.0,98.75,1.0,8.0,6072.0,7650.0,7.52,2320.0,52.0,114.0,2
66524.0,86.0,5.13,2.0,7.5,12961.0,98.75,1.0,7.0,6072.0,31531.0,7.52,2320.0,58.0,90.0,1
10230.0,88.0,2.5,2.0,7.5,4099.0,98.75,1.0,4.0,6072.0,7650.0,7.52,2320.0,90.0,110.0,0
7680.0,80.0,3.89,6.0,9.0,1974.0,80.0,1.0,4.0,3715.0,7650.0,9.0,2320.0,109.0,140.0,3
3404.0,69.0,2.0,6.0,9.0,1702.0,69.0,1.0,2.0,6072.0,1702.0,9.0,1702.0,67.0,100.0,0
4719.0,40.0,3.0,6.0,9.0,1574.0,80.0,1.0,4.0,6072.0,3146.0,9.0,1573.0,68.0,100.0,1
5710.0,76.0,3.63,6.0,9.0,1573.0,80.0,1.0,4.0,2803.0,7650.0,9.0,2320.0,68.0,100.0,2
53135.0,70.0,10.37,6.0,9.0,4721.0,80.0,1.0,12.0,6072.0,31531.0,9.0,1490.0,-27.0,5.0,1
57207.0,86.0,4.41,6.0,6.0,12961.0,98.75,1.0,6.0,6072.0,31531.0,6.0,2320.0,58.0,90.0,2
10350.0,88.75,3.93,6.0,6.0,2634.0,98.75,1.0,5.0,6072.0,10350.0,6.0,2320.0,74.0,119.0,2
10350.0,85.0,3.93,6.0,6.0,2634.0,98.75,1.0,5.0,6072.0,10350.0,6.0,2320.0,74.0,119.0,1
10350.0,85.0,3.93,6.0,6.0,2634.0,98.75,1.0,5.0,6072.0,10350.0,6.0,2320.0,55.0,100.0,2
3335.0,50.0,2.03,6.0,6.0,1646.0,98.75,1.0,3.0,6072.0,3335.0,6.0,2320.0,66.0,100.0,1
3335.0,50.0,2.03,6.0,6.0,1646.0,98.75,1.0,3.0,6072.0,3335.0,6.0,2320.0,66.0,100.0,1
18762.0,83.0,4.56,6.0,6.0,4115.0,98.75,1.0,6.0,6072.0,18762.0,6.0,2320.0,59.0,95.0,0
68879.0,98.9,3.69,6.0,6.0,16942.0,100.0,1.0,10.0,6072.0,31531.0,6.0,2320.0,-14.0,18.0,3
30927.0,80.0,7.83,6.0,9.0,3950.0,49.37,1.0,12.0,6072.0,26484.0,9.0,2320.0,-16.0,16.0,4
65664.0,77.0,7.32,2.0,7.5,8970.0,119.58,1.0,10.0,6072.0,31531.0,7.52,2320.0,104.0,120.0,2
7853.0,77.0,3.6,6.0,6.0,2523.0,100.0,1.0,6.0,6072.0,7853.0,6.0,2320.0,78.0,110.0,1
17590.0,120.0,1.96,6.0,6.5,8986.0,120.0,1.0,1.0,6072.0,7650.0,6.02,2320.0,24.0,57.0,0
7775.0,98.0,3.15,6.0,6.5,2467.0,100.0,1.0,4.0,6072.0,7650.0,6.02,2320.0,69.0,100.0,2
59250.0,88.0,6.39,6.0,6.0,9271.0,88.0,1.0,6.0,6072.0,7650.0,6.0,2320.0,67.0,100.0,0
3820.0,40.0,2.17,6.0,6.0,1760.0,88.0,1.0,3.0,6072.0,1450.0,6.0,2320.0,123.0,140.0,2
3340.0,49.0,1.9,6.0,6.0,1760.0,88.0,1.0,4.0,6072.0,3340.0,6.0,2320.0,58.0,100.0,1
4000.0,50.0,2.27,6.0,6.0,1760.0,88.0,1.0,4.0,4000.0,7650.0,6.0,2320.0,68.0,100.0,1
3420.0,49.0,1.94,6.0,6.0,1760.0,88.0,1.0,3.0,6072.0,3420.0,6.0,2320.0,58.0,100.0,1
76036.25,183.0,10.13,6.0,6.0,16942.0,126.93,1.0,11.0,6072.0,7650.0,6.0,2320.0,50.0,82.0,3
10008.0,48.0,2.5,6.0,6.0,4000.0,80.0,1.0,4.0,6072.0,10008.0,6.0,2320.0,66.0,100.0,0
11055.0,107.0,3.76,6.0,6.0,2938.0,117.5,1.0,5.0,6072.0,11055.0,6.0,2320.0,62.0,95.0,3
10780.0,107.0,3.67,6.0,6.0,2938.0,117.5,1.0,5.0,6072.0,10780.0,6.0,2320.0,62.0,95.0,2
20456.0,96.0,4.15,6.0,6.0,4928.0,109.5,1.0,6.0,6072.0,20456.0,6.0,2320.0,63.0,95.0,0
3180.0,53.0,1.94,6.0,6.0,1643.0,109.5,1.0,4.0,6072.0,3180.0,6.0,2320.0,78.0,110.0,0
3120.0,52.0,2.11,6.0,6.0,1481.0,98.75,1.0,4.0,6072.0,3120.0,6.0,2320.0,122.0,154.0,3
11660.0,98.75,3.86,6.0,6.0,3019.0,109.5,1.0,5.0,6072.0,11660.0,6.0,2320.0,63.0,95.0,1
11660.0,98.75,3.89,6.0,6.0,3000.0,109.08,1.0,5.0,6072.0,11660.0,6.0,2320.0,63.0,95.0,3
13400.0,64.0,2.71,6.0,6.0,4938.0,98.75,1.0,4.0,6072.0,13400.0,6.0,2320.0,57.0,90.0,3
4666.0,119.0,1.96,6.0,6.0,2380.0,118.5,1.0,2.0,2306.0,7650.0,6.0,2320.0,79.0,110.0,0
